Id,Thứ,Ngày,Thứ tự công ty,Mã khách hàng,Site ăn,Bếp thực hiện,Suất ăn phục vụ,Ca,Số lượng khách hàng dự kiến,Số lượng chốt ngày liền trước,Số lượng máy tính dự kiến,Số lượng được phê duyệt,Tổng số lượng phần ăn để đặt hàng,Ghi chú,Chị Nga duyệt,Trạng thái duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu số lượng đặt ngày trước đó,Món mặn 1 Tên,Món mặn 1 tên - vị trí,Món mặn 1 SL,Món mặn 2 Tên,Món mặn 2 tên - vị trí,Món mặn 2 SL,Món mặn 3 Tên,Món mặn 3 tên - vị trí,Món mặn 3 SL,Món mặn 4 Tên,Món mặn 4 tên - vị trí,Món mặn 4 SL,Món mặn 5 Tên,Món mặn 5 tên - vị trí,Món mặn 5 SL,Món mặn 6 Tên,Món mặn 6 tên - vị trí,Món mặn 6 SL,Món chay 1 Tên,Món chay 1 tên - vị trí,Món chay 1 SL,Món chay 2 Tên,Món chay 2 tên - vị trí,Món chay 2 SL,Món chay 3 Tên,Món chay 3 tên - vị trí,Món chay 3 SL,Món nước 1 Tên,Món nước 1 tên - vị trí,Món nước 1 SL,Món nước 2 Tên,Món nước 2 tên - vị trí Copy,Món nước 2 SL,Món canh 1 Tên,Món canh 1 tên - vị trí,Món canh 1 SL,Món xào/luộc 1 Tên,Món xào/luộc 1 tên - vị trí,Món xào/luộc 1 SL,Món xào/luộc 2 Tên,Món xào/luộc 2 tên - vị trí,Món xào luộc 2 SL,Món tráng miệng 1 Tên,Món tráng miệng 1 tên - vị trí,Món tráng miệng 1 SL,Món mì sữa 1 Tên,Món mì sữa 1 SL,Món cháo Tên,Món cháo SL
1267,Thứ 2,06/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Thứ 2,06/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Thứ 3,07/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Thứ 3,07/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Thứ 4,08/04/2026,1,WATABE,WAT01,,,Ca 1,,,,,,,Chị Nga duyệt,Chị Nga đã duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Bò xào,01 - Bò xào,84,Gà Lagu,02 - Gà Lagu,84,,,0,,,0,,,0,,,0,,,50.4,,,50.4,,,0,,,67.2,,,0,Canh Cải Ngọt,12 - Canh Cải Ngọt,,Rau muống luộc,13 - Rau muống luộc,,,,,0.5,15 - 0.5,168,,,,
1394,Thứ 4,08/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0.7,15 - 0.7,,,,,
1456,Thứ 5,09/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chị Nga đã duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Bò xào,01 - Bò xào,0,Gà Lagu,02 - Gà Lagu,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Canh Cải Ngọt,12 - Canh Cải Ngọt,,Rau muống luộc,13 - Rau muống luộc,,,,,Chè Đậu Xanh,15 - Chè Đậu Xanh,0,,,,
1457,Thứ 5,09/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Thứ 6,10/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chị Nga đã duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Bò xào,01 - Bò xào,100,Gà Lagu,02 - Gà Lagu,150,,,0,,,0,,,0,,,0,,,50,,,0,,,0,,,0,,,0,Canh Cải Ngọt,12 - Canh Cải Ngọt,,Rau muống luộc,13 - Rau muống luộc,,,,,Chè Đậu Xanh,15 - Chè Đậu Xanh,200,,,,
1520,Thứ 6,10/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Thứ 7,11/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Thứ 7,11/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Chủ nhật,12/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Chủ nhật,12/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Thứ 2,13/04/2026,1,WATABE,WAT01,,,Ca 1,165,0,165,,165,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,165,,,165,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,165,,,,
1709,Thứ 2,13/04/2026,1,WATABE,WAT01,,,Ca 2,0,0,0,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Thứ 3,14/04/2026,1,WATABE,WAT01,,,Ca 1,166,0,166,,166,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Thứ 3,14/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Thứ 4,15/04/2026,1,WATABE,WAT01,,,Ca 1,163,,163,,163,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Thứ 4,15/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Thứ 5,16/04/2026,1,WATABE,WAT01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Thứ 5,16/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,Thứ 6,17/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Thứ 6,17/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Thứ 7,18/04/2026,1,WATABE,WAT01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Thứ 7,18/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,Chủ nhật,19/04/2026,1,WATABE,WAT01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,Chủ nhật,19/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,Thứ 2,20/04/2026,1,WATABE,WAT01,,,Ca 1,160,,160,,160,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Thịt xào rau củ,01 - Thịt xào rau củ,,Tôm rang lá chanh,02 - Tôm rang lá chanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canh rau ngót,12 - Canh rau ngót,,Cải luộc,13 - Cải luộc,,,,,Trái cây,15 - Trái cây,,,,,
2155,Thứ 2,20/04/2026,1,WATABE,WAT01,,,Ca 2,0,,0,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,Thứ 3,21/04/2026,1,WATABE,WAT01,,,Ca 1,,171,,,171,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,Thứ 3,21/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,Thứ 4,22/04/2026,1,WATABE,WAT01,,,Ca 1,,175,,,175,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,Thứ 4,22/04/2026,1,WATABE,WAT01,,,Ca 2,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,Thứ 5,23/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,Thứ 6,24/04/2026,1,WATABE,WAT01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,Thứ 6,24/04/2026,1,WATABE,WAT01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,Thứ 6,24/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,Thứ 6,24/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,Thứ 7,25/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,Thứ 7,25/04/2026,1,WATABE,WAT01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,Thứ 7,25/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,Thứ 7,25/04/2026,1,WATABE,WAT01,,,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,Thứ 2,27/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,177,177,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Thịt kho cà rốt,01 - Thịt kho cà rốt,177,Chả cá thì là,02 - Chả cá thì là,177,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,Canh đu đủ,12 - Canh đu đủ,177,Rau muống xào,13 - Rau muống xào,177,,,0,Trái cây,15 - Trái cây,177,,0,,0
2875,Thứ 3,28/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,177,177,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Cá ba sa kho tiêu,01 - Cá ba sa kho tiêu,177,Tôm rim mặn,02 - Tôm rim mặn,177,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,Canh rau dền,12 - Canh rau dền,177,Su su xào,13 - Su su xào,177,,,0,Trái cây,15 - Trái cây,177,,0,,0
3323,Thứ 3,28/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,,177,,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,Thứ 4,29/04/2026,1,WATABE,,,Suất mặn,Ca 1,177,177,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Cánh gà chiên,01 - Cánh gà chiên,0,Gỏi tai heo,02 - Gỏi tai heo,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,Canh cải thảo,12 - Canh cải thảo,177,Dưa giá,13 - Dưa giá,177,,,,Rau câu,15 - Rau câu,177,,,,
2987,Thứ 5,30/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,177,,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,0,,,0,,,0,,,0,,0,,0
3043,Thứ 6,01/05/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,177,177,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,0,,,0,,,0,,,0,,0,,0
3099,Thứ 7,02/05/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,177,,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,0,,,0,,,0,,,0,,0,,0
3155,Chủ nhật,03/05/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,177,,177,,177,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,0,,,0,,,0,,,0,,0,,0
3453,Thứ 4,29/04/2026,1,WATABE,,,Suất mặn,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,Thứ 4,29/04/2026,1,WATABE,,,Suất chay,Ca 1,,196,,,196,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,Thứ 5,30/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 1,,164,,,164,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,Thứ 5,30/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất chay,Ca 1,,9,,,9,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,Thứ 5,30/04/2026,1,WATABE,WAT01,Bếp trung tâm,Suất mặn,Ca 2,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Thứ 5,02/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Thứ 6,03/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,100,,,100,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Thứ 7,04/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Chủ nhật,05/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Thứ 2,06/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Thứ 3,07/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Thứ 4,08/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Thứ 5,09/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Thứ 6,10/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Thứ 7,11/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Chủ nhật,12/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Thứ 2,13/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,93,0,93,,93,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,93,,,93,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,93,,,,
1779,Thứ 3,14/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Thứ 4,15/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Thứ 5,16/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,Gà Nướng,01 - Gà Nướng,,Gỏi Thịt,02 - Gỏi Thịt,,,,,,,,,,,,,,Nui xào chay,07 - Nui xào chay,,,,,,,,,,,,,,Canh rau muống nấu chua,12 - Canh rau muống nấu chua,,Su Su Xào,13 - Su Su Xào,,,,,,,,,,,
1973,Thứ 6,17/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bún bò,10 - Bún bò,,,,,,,,,,,,,,Sữa đậu nành ,15 - Sữa đậu nành ,,,,,
2036,Thứ 7,18/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,Chủ nhật,19/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,Thứ 2,20/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,93,,93,,93,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bún bò,10 - Bún bò,,,,,,,,,,,,,,Trái cây,15 - Trái cây,,,,,
2229,Thứ 3,21/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,89,97,89,,89,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,Thứ 4,22/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,Thứ 5,23/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,7,,,7,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,Thứ 6,24/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,1001,,1001,,1001,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,Thứ 6,24/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,1001,,1001,,1001,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,Thứ 6,24/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,100,515,100,,100,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,Thứ 7,25/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,Thứ 7,25/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,0,,,0,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,Thứ 7,25/04/2026,14,CREATE MEDIC,MED01,,,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,Thứ 2,27/04/2026,14,CREATE MEDIC,MED01,Bếp trung tâm,Suất mặn,Ca 1,,,,,,,Chị Nga duyệt,Chưa duyệt,Load dữ liệu,Tạo BOM,Load dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
